site_code,measurement_date,rp_elevation,gs_elevation,ws_reading,rp_reading,ewm_measurement_issue_type_id,measuring_agency_code,comments
389535N1228968W001,1948-11-03 00:00,1422.700,1422.700,0,12.500,,1,
389535N1228968W001,1949-03-21 00:00,1422.700,1422.700,0,2.300,,1,
389535N1228968W001,1949-10-26 00:00,1422.700,1422.700,0,14.400,,1,
389535N1228968W001,1951-03-29 00:00,1422.700,1422.700,0,5.300,,1,
389535N1228968W001,1952-04-08 00:00,1422.700,1422.700,0,5.200,,1,
389535N1228968W001,1952-11-06 00:00,1422.700,1422.700,0,14.000,,1,
389535N1228968W001,1953-03-17 00:00,1422.700,1422.700,0,6.000,,1,
389535N1228968W001,1953-10-19 00:00,1422.700,1422.700,0,13.600,,1,
389535N1228968W001,1960-03-03 00:00,1422.700,1422.700,0,5.300,,1,
389535N1228968W001,1960-10-03 00:00,1422.700,1422.700,0,14.800,,1,
389535N1228968W001,1961-03-09 00:00,1422.700,1422.700,0,6.500,,1,
389535N1228968W001,1961-10-25 00:00,1422.700,1422.700,0,13.900,,1,
389535N1228968W001,1962-03-09 00:00,1422.700,1422.700,0,2.400,,1,
389535N1228968W001,1962-10-03 00:00,1422.700,1422.700,0,13.900,,1,
389535N1228968W001,1963-03-19 00:00,1422.700,1422.700,0,5.800,,1,
389535N1228968W001,1963-10-16 00:00,1422.700,1422.700,0,13.000,,1,
389535N1228968W001,1964-03-27 00:00,1422.700,1422.700,0,8.200,,1,
389535N1228968W001,1964-10-07 00:00,1422.700,1422.700,0,14.500,,1,
389535N1228968W001,1965-03-18 00:00,1422.700,1422.700,0,7.700,,1,
389535N1228968W001,1965-10-11 00:00,1422.700,1422.700,0,16.800,,1,
389535N1228968W001,1966-03-09 00:00,1422.700,1422.700,0,5.000,,1,
389535N1228968W001,1966-11-09 00:00,1422.700,1422.700,0,16.800,,1,
389535N1228968W001,1967-03-29 00:00,1422.700,1422.700,0,5.600,,1,
389535N1228968W001,1967-10-20 00:00,1422.700,1422.700,0,12.500,,1,
389535N1228968W001,1968-04-05 00:00,1422.700,1422.700,0,5.500,,1,
389535N1228968W001,1968-10-22 00:00,1422.700,1422.700,0,14.200,,1,
389535N1228968W001,1969-04-14 00:00,1422.700,1422.700,0,7.100,,1,
389535N1228968W001,1969-11-13 00:00,1422.700,1422.700,0,13.900,,1,
389535N1228968W001,1970-04-10 00:00,1422.700,1422.700,0,7.700,,1,
389535N1228968W001,1970-10-07 00:00,1422.700,1422.700,,,17,1,
389535N1228968W001,1971-04-08 00:00,1422.700,1422.700,0,6.700,,1,
389535N1228968W001,1971-10-12 00:00,1422.700,1422.700,0,11.800,,1,
389535N1228968W001,1972-03-31 00:00,1422.700,1422.700,0,6.500,,1,
389535N1228968W001,1972-10-03 00:00,1422.700,1422.700,0,12.600,,1,
389535N1228968W001,1973-03-20 00:00,1422.700,1422.700,0,5.100,,1,
389535N1228968W001,1973-10-05 00:00,1422.700,1422.700,0,12.600,,1,
389535N1228968W001,1974-04-11 00:00,1422.700,1422.700,0,4.500,,1,
389535N1228968W001,1974-10-15 00:00,1422.700,1422.700,,,24,1,
389535N1228968W001,1975-04-08 00:00,1422.700,1422.700,0,5.800,,1,
389535N1228968W001,1975-10-08 00:00,1422.700,1422.700,0,14.800,,1,
389535N1228968W001,1976-04-06 00:00,1422.700,1422.700,0,13.600,,1,
389535N1228968W001,1976-04-20 00:00,1422.700,1422.700,0,15.600,,1,
389535N1228968W001,1976-10-08 00:00,1422.700,1422.700,0,18.800,,1,
389535N1228968W001,1977-03-01 00:00,1422.700,1422.700,0,13.800,2,1,
389535N1228968W001,1977-05-02 00:00,1422.700,1422.700,0,14.700,,1,
389535N1228968W001,1977-09-07 00:00,1422.700,1422.700,0,17.300,,1,
389535N1228968W001,1978-04-14 00:00,1422.700,1422.700,0,5.700,,1,
389535N1228968W001,1978-09-07 00:00,1422.700,1422.700,0,14.200,,1,
389535N1228968W001,1979-04-03 00:00,1422.700,1422.700,0,4.500,,1,
389535N1228968W001,1979-10-11 00:00,1422.700,1422.700,0,15.400,,1,
389535N1228968W001,1980-03-26 00:00,1422.700,1422.700,0,5.600,,1,
389535N1228968W001,1980-10-09 00:00,1422.700,1422.700,0,16.500,,1,
389535N1228968W001,1981-03-18 00:00,1422.700,1422.700,0,6.600,,1,
389535N1228968W001,1981-10-02 00:00,1422.700,1422.700,0,19.200,,1,
389535N1228968W001,1982-04-06 00:00,1422.700,1422.700,0,2.200,,1,
389535N1228968W001,1982-10-14 00:00,1422.700,1422.700,0,22.400,,1,
389535N1228968W001,1983-04-22 00:00,1422.700,1422.700,0,6.100,,1,
389535N1228968W001,1983-11-29 00:00,1422.700,1422.700,0,3.300,,1,
389535N1228968W001,1984-04-05 00:00,1422.700,1422.700,0,6.200,,1,
389535N1228968W001,1984-10-15 00:00,1422.700,1422.700,0,15.000,,1,
389535N1228968W001,1985-04-03 00:00,1422.700,1422.700,0,4.700,,1,
389535N1228968W001,1985-10-04 00:00,1422.700,1422.700,0,14.200,,1,
389535N1228968W001,1986-04-04 00:00,1422.700,1422.700,0,6.100,,1,
389535N1228968W001,1986-10-16 00:00,1422.700,1422.700,,,19,1,
389535N1228968W001,1987-04-03 00:00,1422.700,1422.700,0,5.500,,1,
389535N1228968W001,1987-10-08 00:00,1422.700,1422.700,0,14.900,,1,
389535N1228968W001,1988-04-12 00:00,1422.700,1422.700,0,11.700,,1,
389535N1228968W001,1988-10-14 00:00,1422.700,1422.700,0,14.200,,1,
389535N1228968W001,1989-04-04 00:00,1422.700,1422.700,0,5.200,,1,
389535N1228968W001,1989-10-12 00:00,1422.700,1422.700,0,14.300,,1,
389535N1228968W001,1990-03-26 00:00,1422.700,1422.700,0,9.100,,1,
389535N1228968W001,1990-10-05 00:00,1422.700,1422.700,0,13.700,,1,
389535N1228968W001,1991-02-13 00:00,1422.700,1422.700,0,14.100,,1,
389535N1228968W001,1991-04-01 00:00,1422.700,1422.700,0,3.200,,1,
389535N1228968W001,1991-10-01 00:00,1422.700,1422.700,0,14.100,,1,
389535N1228968W001,1992-04-02 00:00,1422.700,1422.700,0,5.600,,1,
389535N1228968W001,1992-09-29 00:00,1422.700,1422.700,0,14.500,,1,
389535N1228968W001,1993-03-30 00:00,1422.700,1422.700,0,5.100,,1,
389535N1228968W001,1993-10-27 00:00,1422.700,1422.700,0,13.500,,1,
389535N1228968W001,1994-03-31 00:00,1422.700,1422.700,0,7.100,,1,
389535N1228968W001,1994-09-29 00:00,1422.700,1422.700,0,14.500,,1,
389535N1228968W001,1995-04-21 00:00,1422.700,1422.700,0,5.500,,1,
389535N1228968W001,1995-10-10 00:00,1422.700,1422.700,0,13.300,,1,
389535N1228968W001,1996-04-09 00:00,1422.700,1422.700,0,6.200,,1,
389535N1228968W001,1996-10-16 00:00,1422.700,1422.700,0,14.400,,1,
389535N1228968W001,1997-03-27 00:00,1422.700,1422.700,0,7.400,,1,
389535N1228968W001,1998-05-05 00:00,1422.700,1422.700,0,13.000,,1,
389535N1228968W001,1999-04-20 00:00,1422.700,1422.700,0,5.800,,1,
389535N1228968W001,1999-10-14 00:00,1422.700,1422.700,0,16.300,,1,
389535N1228968W001,2000-04-04 00:00,1422.700,1422.700,0,6.600,,1,
389535N1228968W001,2000-10-03 00:00,1422.700,1422.700,0,16.500,,1,
389535N1228968W001,2001-04-05 00:00,1422.700,1422.700,0,6.700,,1,
389535N1228968W001,2001-10-04 00:00,1422.700,1422.700,0,16.800,,1,
389535N1228968W001,2002-03-26 00:00,1422.700,1422.700,0,7.600,,1,
389535N1228968W001,2002-10-04 00:00,1422.700,1422.700,0,17.800,,1,
389535N1228968W001,2003-04-02 00:00,1422.700,1422.700,0,6.800,,1,
389535N1228968W001,2003-09-30 00:00,1422.700,1422.700,0,26.900,,1,
389535N1228968W001,2004-03-31 00:00,1422.700,1422.700,0,6.500,,1,
389535N1228968W001,2004-10-07 00:00,1422.700,1422.700,0,17.700,,1,
389535N1228968W001,2005-03-31 00:00,1422.700,1422.700,0,3.600,,1,
389535N1228968W001,2005-10-06 00:00,1422.700,1422.700,0,28.900,5,1,
389535N1228968W001,2006-03-30 00:00,1422.700,1422.700,0,4.600,,1,
389535N1228968W001,2006-10-11 00:00,1422.700,1422.700,0,28.300,,1,
389535N1228968W001,2007-04-02 00:00,1422.700,1422.700,0,6.000,,1,
389535N1228968W001,2007-10-15 00:00,1422.700,1422.700,0,15.400,,1,
389535N1228968W001,2008-03-31 00:00,1422.700,1422.700,0,7.500,,1,
389535N1228968W001,2008-10-08 00:00,1422.700,1422.700,0,15.900,,1,
389535N1228968W001,2009-04-02 00:00,1422.700,1422.700,0,6.300,,1,
389535N1228968W001,2009-10-01 00:00,1422.700,1422.700,0,20.300,,1,
389621N1228673W001,1966-03-18 00:00,1503.200,1502.900,0,113.000,,1,
389621N1228673W001,1966-09-20 00:00,1503.200,1502.900,0,133.500,5,1,
389621N1228673W001,1966-10-19 00:00,1503.200,1502.900,0,129.100,,1,
389621N1228673W001,1967-03-23 00:00,1503.200,1502.900,0,112.500,,1,
389621N1228673W001,1967-10-18 00:00,1503.200,1502.900,0,127.700,,1,
389621N1228673W001,1968-04-11 00:00,1503.200,1502.900,0,109.200,,1,
389621N1228673W001,1968-10-23 00:00,1503.200,1502.900,0,126.700,,1,
389621N1228673W001,1969-03-26 00:00,1503.200,1502.900,0,109.800,,1,
389621N1228673W001,1969-11-25 00:00,1503.200,1502.900,0,118.000,4,1,
389621N1228673W001,1969-11-26 00:00,1503.200,1502.900,,,22,1,Not measured again until 04/06/1977.
389621N1228673W001,1977-04-06 00:00,1503.200,1502.900,0,117.500,,1,
389621N1228673W001,1977-11-03 00:00,1503.200,1502.900,0,134.200,,1,
389621N1228673W001,1977-12-08 00:00,1503.200,1502.900,0,128.300,,1,
389621N1228673W001,1978-03-17 00:00,1503.200,1502.900,0,116.800,,1,
389621N1228673W001,1978-03-18 00:00,1503.200,1502.900,,,22,1,Not measured again until 10/17/1983.
389621N1228673W001,1983-10-17 00:00,1503.200,1502.900,0,112.500,,1,
389621N1228673W001,1984-03-19 00:00,1503.200,1502.900,0,101.800,,1,
389621N1228673W001,1984-10-22 00:00,1503.200,1502.900,0,119.800,,1,
389621N1228673W001,1985-03-11 00:00,1503.200,1502.900,0,103.000,,1,
389621N1228673W001,1985-10-07 00:00,1503.200,1502.900,0,127.000,,1,
389621N1228673W001,1986-03-12 00:00,1503.200,1502.900,0,107.000,,1,
389621N1228673W001,1986-10-20 00:00,1503.200,1502.900,0,124.800,,1,
389621N1228673W001,1987-03-31 00:00,1503.200,1502.900,0,106.900,,1,
389621N1228673W001,1987-10-27 00:00,1503.200,1502.900,0,148.600,,1,
389621N1228673W001,1988-03-14 00:00,1503.200,1502.900,0,114.500,,1,
389621N1228673W001,1988-11-01 00:00,1503.200,1502.900,0,143.200,,1,
389621N1228673W001,1989-03-13 00:00,1503.200,1502.900,0,117.800,,1,
389621N1228673W001,1989-10-23 00:00,1503.200,1502.900,0,135.600,,1,
389621N1228673W001,1990-03-12 00:00,1503.200,1502.900,0,120.000,,1,
389621N1228673W001,1990-10-23 00:00,1503.200,1502.900,0,140.700,,1,
389621N1228673W001,1991-03-04 00:00,1503.200,1502.900,0,135.700,,1,
389621N1228673W001,1991-10-15 00:00,1503.200,1502.900,0,149.400,,1,
389621N1228673W001,1992-03-10 00:00,1503.200,1502.900,0,123.200,,1,
389621N1228673W001,1992-10-19 00:00,1503.200,1502.900,0,154.700,,1,
389621N1228673W001,1993-03-29 00:00,1503.200,1502.900,0,119.900,,1,
389621N1228673W001,1993-10-25 00:00,1503.200,1502.900,0,144.000,,1,
389621N1228673W001,1994-03-28 00:00,1503.200,1502.900,0,120.800,,1,
389621N1228673W001,1994-10-23 00:00,1503.200,1502.900,,,22,1,Not measured again until 04/03/1995.
389621N1228673W001,1995-04-03 00:00,1503.200,1502.900,0,126.200,,1,
389621N1228673W001,1995-10-23 00:00,1503.200,1502.900,0,129.900,4,1,
389621N1228673W001,1996-03-18 00:00,1503.200,1502.900,0,115.300,,1,
389621N1228673W001,1996-11-04 00:00,1503.200,1502.900,0,118.500,,1,
389621N1228673W001,1997-03-19 00:00,1503.200,1502.900,0,115.800,,1,
389621N1228673W001,1997-10-27 00:00,1503.200,1502.900,0,127.900,,1,
389621N1228673W001,1998-03-18 00:00,1503.200,1502.900,0,113.200,,1,
389621N1228673W001,1998-10-26 00:00,1503.200,1502.900,0,137.700,,1,
389621N1228673W001,1999-03-15 00:00,1503.200,1502.900,0,112.000,,1,
389621N1228673W001,1999-10-25 00:00,1503.200,1502.900,0,149.500,,1,
389621N1228673W001,2000-03-13 00:00,1503.200,1502.900,0,115.200,,1,
389621N1228673W001,2000-10-09 00:00,1503.200,1502.900,0,151.400,,1,
389621N1228673W001,2001-03-26 00:00,1503.200,1502.900,0,117.400,,1,
389621N1228673W001,2001-10-22 00:00,1503.200,1502.900,0,150.800,,1,
389621N1228673W001,2002-03-25 00:00,1503.200,1502.900,0,119.900,,1,
389621N1228673W001,2002-10-21 00:00,1503.200,1502.900,0,157.000,2,1,
389621N1228673W001,2003-03-20 00:00,1503.200,1502.900,0,121.100,,1,
389621N1228673W001,2003-10-28 00:00,1503.200,1502.900,0,147.200,,1,
389621N1228673W001,2004-04-01 00:00,1503.200,1502.900,0,128.700,,1,
389621N1228673W001,2004-10-07 00:00,1503.200,1502.900,0,151.500,,1,
389621N1228673W001,2005-04-08 00:00,1503.200,1502.900,0,124.200,,1,
389621N1228673W001,2005-10-11 00:00,1503.200,1502.900,0,151.200,,1,
389621N1228673W001,2006-03-30 00:00,1503.200,1502.900,0,123.000,,1,
389621N1228673W001,2006-10-16 00:00,1503.200,1502.900,0,142.500,,1,
389621N1228673W001,2007-03-30 00:00,1503.200,1502.900,0,124.100,,1,
389621N1228673W001,2007-10-25 00:00,1503.200,1502.900,0,145.300,4,1,
389621N1228673W001,2008-03-18 00:00,1503.200,1502.900,,,23,1,UNABLE TO GET GOOD CUT WET TAPE AT 90FT
389621N1228673W001,2008-10-28 00:00,1503.200,1502.900,,,24,1,
389621N1228673W001,2009-04-08 00:00,1503.200,1502.900,0,131.300,4,1,
389621N1228673W001,2009-10-28 00:00,1503.200,1502.900,,,22,1,Not measured again until 03/30/2010.
389621N1228673W001,2010-03-30 00:00,1503.200,1502.900,0,121.900,,1,
389621N1228673W001,2010-10-13 00:00,1503.200,1502.900,0,141.000,,1,
389621N1228673W001,2011-04-12 00:00,1503.200,1502.900,0,123.100,,1,
389621N1228673W001,2011-10-12 00:00,1503.190,1502.890,-0.200,146.000,4,1,
389621N1228673W001,2012-04-05 00:00,1503.190,1502.890,5.800,130.000,4,1,
389621N1228673W001,2012-10-24 00:00,1503.190,1502.890,,,23,1,no clean cut on measurement
